event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SAF18657,"10 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,"Palm Ridge",-26.3882,28.1441,1,"Daily Sun (South Africa)",National,"On 10 March 2023, residents staged a protest outside the Palm Ridge Magistrate's Court (Ekurhuleni, Gauteng) during the hearing of an alleged rapist.",0,"crowd size=no report",1679360328
SAF18658,"10 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Pinetown,-29.8207,30.8867,1,"Daily News (South Africa)",National,"On 10 March 2023, NEHAWU picketed outside the Magistrate's Court in Pinetown (eThekwini, KwaZulu-Natal), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1679360328
SAF18656,"10 March 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (South Africa)",,3,"Civilians (South Africa)","KwaNobamba Communal Group (South Africa)",7,37,"Civilian targeting",710,"Southern Africa","South Africa",KwaZulu-Natal,Zululand,Abaqulusi,Ezibomvu,-28.0911,30.7861,1,"Daily Dispatch; Daily News (South Africa); Herald (South Africa); Sowetan (South Africa); Times (South Africa)",National,"On 10 March 2023, unknown suspects shot and killed a KwaNobamba traditional leader, who was also a member of the Zululand Local House of Traditional Leaders, in Ezibomvu (Abaqulusi, Zululand, KwaZulu-Natal). Motivation unknown/not reported.",1,,1680570815
SAF18514,"09 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Farmers (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape",Overberg,Theewaterskloof,Villiersdorp,-33.9912,19.2922,1,"Daily News (South Africa)",National,"On 9 March 2023, about 70 striking farmworkers held a demonstration in Villiersdorp (Theewaterskloof, Overberg, Western Cape), alleging mistreatment and low wages from the owner of High Noon Farm.",0,"crowd size=about 70",1678730844
SAF18604,"09 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,"Private Security Forces (South Africa)",,8,58,,710,"Southern Africa","South Africa","Eastern Cape",O.R.Tambo,"King Sabata Dalindyebo",Mthatha,-31.5889,28.7844,1,"Daily Dispatch",Subnational,"On 9 March 2023, NEHAWU clashed with security guards in Mthatha (King Sabata Dalindyebo, O.R.Tambo, Eastern Cape) during a demonstration, demanding a 10% salary increase and housing allowance. Security guards fired rubber bullets, injuring three demonstrators. Extent of injuries unknown/not reported. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18605,"09 March 2023",2023,1,Demonstrations,Protests,"Protest with intervention","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,"Police Forces of South Africa (1994-)",,1,16,,710,"Southern Africa","South Africa","Free State",Mangaung,Mangaung,Bloemfontein,-29.1333,26.2,1,"GroundUp; News24 (South Africa); Sowetan (South Africa); Times (South Africa)",National,"On 9 March 2023, NEHAWU blocked (means unspecified) the Pelonomi Hospital entrances in Bloemfontein (Mangaung, Free State), demanding a 10% salary increase and housing allowance. Protesters intimidated non-striking workers at Pelonomi Hospital and picketed outside the National District Hospital. Police arrested three demonstrators. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18606,"09 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Free State","Fezile Dabi",Moqhaka,Kroonstad,-27.6497,27.2275,1,GroundUp,National,"On 9 March 2023, NEHAWU picketed outside the Boitumelo Hospital in Kroonstad (Moqhaka, Fezile Dabi, Free State), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18607,"09 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg",Johannesburg,-26.2023,28.0436,1,"Sowetan (South Africa)",National,"On 9 March 2023, NEHAWU blocked (means unspecified) the Helen Joseph Provincial Tertiary Hospital's main entrance in Johannesburg (City of Johannesburg, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18608,"09 March 2023",2023,1,Demonstrations,Protests,"Protest with intervention","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,"Police Forces of South Africa (1994-)",,1,16,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Diepkloof",-26.2436,27.9505,1,"EWN; GroundUp; News24 (South Africa); Sowetan (South Africa); Times (South Africa)",National,"On 9 March 2023, NEHAWU blocked (means unspecified) Chris Hani Baragwanath Hospital entrances in Johannesburg - Diepkloof (City of Johannesburg, Gauteng), demanding a 10% salary increase and housing allowance. Police fired rubber bullets and stun grenades to disperse the crowd, injuring one demonstrator. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18609,"09 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Parktown",-26.1821,28.0267,1,"News24 (South Africa); Times (South Africa)",National,"On 9 March 2023, for the second day, a small group of NEHAWU members blocked (means unspecified) Charlotte Maxeke Hospital entrances in Johannesburg - Parktown (City of Johannesburg, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=small",1678730845
SAF18610,"09 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,"Citizen (South Africa)",National,"On 9 March 2023, for the fourth day, NEHAWU blocked (means unspecified) Grey's Hospital entrance in Pietermaritzburg (The Msunduzi, Umgungundlovu, KwaZulu-Natal), demanding a 10% salary increase and housing allowance. Security guards engaged with protesters and cleared the hospital entrance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18611,"09 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","North West","Ngaka Modiri Molema",Mafikeng,Mahikeng,-25.8556,25.6367,3,"GroundUp; News24 (South Africa); Sowetan (South Africa); Times (South Africa)",National,"On 9 March 2023, NEHAWU burnt tires outside health facilities in the North West district [location coded in Mahikeng (Mafikeng, Ngaka Modiri Molema, North West)], demanding a 10% salary increase and housing allowance. Police arrested three demonstrators. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18612,"09 March 2023",2023,2,Demonstrations,Protests,"Protest with intervention","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,"Police Forces of South Africa (1994-)",,1,16,,710,"Southern Africa","South Africa","Northern Cape","Frances Baard","Sol Plaatje",Galeshewe,-28.7168,24.7409,1,"News24 (South Africa); Sowetan (South Africa); Times (South Africa)",National,"Around 9 March 2023 (as reported), NEHAWU members picketed outside the Home Affairs offices in Galeshewe (Sol Plaatje, Frances Baard, Northern Cape), demanding a 10% salary increase and housing allowance. Police arrested one demonstrator who had thrown excrement at the office entrances.",0,"crowd size=no report",1678730845
SAF18613,"09 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Northern Cape","John Taolo Gaetsewe",Ga-Segonyana,Mothibistad,-27.3825,23.4735,1,GroundUp,National,"On 9 March 2023, NEHAWU barricaded the Kagisho Community Health Center entrance with burning tires in Mothibistad (Ga-Segonyana, John Taolo Gaetsewe, Northern Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18614,"09 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Khayelitsha",-34.0393,18.6792,1,"Daily News (South Africa); GroundUp; Sowetan (South Africa); Times (South Africa)",National,"On 9 March 2023, for the fourth day, NEHAWU picketed outside the Khayelitsha Hospital, Khayelitsha District Hospital, and Michael Mapongwana Clinic in Cape Town - Khayelitsha (City of Cape Town, Western Cape), demanding a 10% salary increase and housing allowance. Protesters also shut down the Home Affairs and Department of Labour offices. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18615,"09 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape",Eden,George,George,-33.9667,22.45,1,"George Herald (South Africa)",Subnational,"On 9 March 2023, for the fourth day, about 20 to 25 NEHAWU members staged a protest in George (Eden, Western Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=about 20 to 25",1678730845
SAF18630,"09 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Parktown",-26.1821,28.0267,1,"News24 (South Africa)",National,"On 9 March 2023, Witwatersrand University students blocked (means unspecified) the campus entrances in Johannesburg - Parktown (City of Johannesburg, Gauteng) against the lack of accommodation and registration issues. Students had previously demonstrated on 5 and 6 March (coded separately).",0,"crowd size=no report",1678730845
SAF18631,"09 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"Daily News (South Africa); News24 (South Africa); Sowetan (South Africa); Times (South Africa)",National,"On 9 March 2023, for the second day, around 50 UCT students burnt bins at the university in Cape Town (City of Cape Town, Western Cape) in a demonstration against registration and residence admission issues.",0,"crowd size=around 50",1678730845
SAF18649,"09 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa","Northern Cape","Frances Baard","Sol Plaatje",Kimberley,-28.7333,24.7667,1,"Diamond Fields Advertiser",National,"On 9 March 2023, residents barricaded roads with burning tires in Kimberley (Sol Plaatje, Frances Baard, Northern Cape) against shanties that they alleged were sold to shack dwellers who do not reside in the Northern Cape. During the demonstration, demonstrators threw raw sewage at the home of the ward councilor accused of being involved in the illegal sale of plots.",0,"crowd size=no report",1678730845
SAF18650,"09 March 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)",,5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Western Cape",Eden,George,George,-33.9667,22.45,1,"George Herald (South Africa)",Subnational,"On 9 March 2023, rioters barricaded roads with stones and burning tires in George (Eden, Western Cape) after the arrest of the owner of a premise where tik and Mandrax tablets were seized. Gunshots were heard during the unrest. Police fired stun grenades and rubber bullets to disperse the crowd and arrested two demonstrators.",0,"crowd size=no report",1679360328
SAF18655,"09 March 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)",,5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Marlboro",-26.0834,28.1117,1,"Daily News (South Africa)",National,"On 9 March 2023, police officers used rubber bullets to disperse residents who were resisting eviction in Johannesburg - Marlboro (City of Johannesburg, Gauteng). In response, some rioters fired live ammunition at the officers, resulting in one officer being injured and hospitalized.",0,"crowd size=no report",1679360328
SAF18511,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",ActionSA,6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane","Pretoria North",-25.682,28.1748,1,"Daily Sun (South Africa)",National,"On 8 March 2023, ActionSA members gathered outside the Tshwane North Magistrate's Court in Pretoria North (City of Tshwane, Gauteng), demanding justice for a former ActionSA member who was a victim of attempted rape by a UAT leader. The accused alleged that the charges against him were politically motivated.",0,"crowd size=no report",1678730844
SAF18512,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Christian Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Sedibeng,Emfuleni,Vanderbijlpark,-26.7117,27.8379,1,"Sedibeng Star",Subnational,"On 8 March 2023, dozens of demonstrators organized by Active African Christians United Movement (AACUM) marched to the Emfuleni Local Municipality headquarters in Vanderbijlpark (Emfuleni, Sedibeng, Gauteng) against poor condition of roads.",0,"crowd size=dozens",1678730844
SAF18513,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","EFF: Economic Freedom Fighters",6,,,0,60,,710,"Southern Africa","South Africa","Northern Cape","Frances Baard",Magareng,Warrenton,-28.1167,24.85,1,"Diamond Fields Advertiser",National,"On 8 March 2023, EFF members marched to Magareng Municipality in Warrenton (Magareng, Frances Baard, Northern Cape), demanding the restoration of the water supply.",0,"crowd size=no report",1678730844
SAF18518,"08 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Health Workers (South Africa)",5,"Civilians (South Africa)","Health Workers (South Africa)",7,57,,710,"Southern Africa","South Africa",KwaZulu-Natal,iLembe,KwaDukuza,KwaDukuza,-29.3282,31.2895,1,"Business Live (South Africa); Daily Dispatch; Daily News (South Africa); Herald (South Africa); News24 (South Africa); Sowetan (South Africa); Times (South Africa)",National,"On 8 March 2023, striking nurses organized by NEHAWU picketed outside the entrances of the Stanger Hospital in KwaDukuza (KwaDukuza, iLembe, KwaZulu-Natal), demanding a 10% salary increase and housing allowance. Demonstrators attacked an ambulance, attempted to forcefully remove a patient from the vehicle, and assaulted a paramedic crew member. No serious injuries reported. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18574,"08 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,"Rioters (South Africa)","Taxi Drivers (South Africa)",5,55,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Bethelsdorp,-33.8886,25.5124,1,"Herald (South Africa)",Subnational,"On 8 March 2023, NEHAWU members blocked (means unspecified) roads outside the Jose Pearson TB Hospital in Bethelsdorp (Nelson Mandela Bay, Eastern Cape), demanding a 10% salary increase and housing allowance. Taxi drivers clashed with demonstrators, demanding free access to the road, and gunshots were discharged. No injuries reported. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18575,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City","East London",-33.0153,27.9116,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU blocked (means unspecified) Cecilia Makiwane Hospital's entrance in East London (Buffalo City, Eastern Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18576,"08 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",KwaNobuhle,-33.8176,25.3884,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, about 100 NEHAWU members picketed outside the Laetitia Bam Day Hospital in KwaNobuhle (Nelson Mandela Bay, Eastern Cape), demanding a 10% salary increase and housing allowance. Demonstrators barricaded roads with burning tires near the hospital. The demonstration was part of a national shutdown.",0,"crowd size=about 100",1678730844
SAF18577,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Sarah Baartman",Makana,Makhanda,-33.3042,26.5328,1,"Grocotts Mail",National,"On 8 March 2023, for the third day, NEHAWU members marched in Makhanda (Makana, Sarah Baartman, Eastern Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18578,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Free State",Mangaung,Mangaung,Bloemfontein,-29.1333,26.2,1,"GroundUp; Mail & Guardian (South Africa); News24 (South Africa)",National,"On 8 March 2023, NEHAWU shut down National District Hospital, Universitas, Pelonomi, and Medical Depot in Bloemfontein (Mangaung, Free State), demanding a 10% salary increase and housing allowance. Protesters blocked (means unspecified) hospital entrances and forcefully removed nurses from the Pelonomi Hospital ICU (no injuries reported). The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18579,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Free State","Fezile Dabi",Moqhaka,Kroonstad,-27.6497,27.2275,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU picketed outside the Boitumelo Hospital in Kroonstad (Moqhaka, Fezile Dabi, Free State), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18580,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Free State","Thabo Mofutsanyane","Maluti a Phofung",Phuthaditjhaba,-28.5242,28.8158,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU held a demonstration and prevented nurses from entering the Manapo Hospital in Phuthaditjhaba (Maluti a Phofung, Thabo Mofutsanyane, Free State), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18581,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Sedibeng,Lesedi,Heidelberg,-26.4972,28.3591,1,"Daily News (South Africa)",National,"On 8 March 2023, NEHAWU blocked (means unspecified) access to the Heidelberg District Hospital (Lesedi, Sedibeng, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18582,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Parktown",-26.1821,28.0267,1,"Daily News (South Africa); Daily Sun (South Africa); News24 (South Africa); SABC News; Sowetan (South Africa); Times (South Africa)",National,"On 8 March 2023, hundreds of NEHAWU members barricaded the Charlotte Maxeke Hospital entrance road with rocks in Johannesburg - Parktown (City of Johannesburg, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=hundreds",1678730844
SAF18583,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Soweto",-26.2667,27.8667,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU shut down the Bheki Mlangeni District Hospital and ordered staff out of facilities in Johannesburg - Soweto (City of Johannesburg, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18584,"08 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Pretoria,-25.7449,28.1878,1,"Daily News (South Africa); GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, for the fourth day, NEHAWU shut down the Department of Public Service and Administration in Pretoria (City of Tshwane, Gauteng), demanding a 10% salary increase and housing allowance. Demonstrators barricaded roads with stones and police dispersed (means unspecified) the group. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18585,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Sedibeng,Emfuleni,Sebokeng,-26.5833,27.8333,1,GroundUp,National,"On 8 March 2023, NEHAWU shut down the Sebokeng Hospital (Emfuleni, Sedibeng, Gauteng), demanding a 10% salary increase and housing allowance. Protesters ordered staff out of facilities. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18586,"08 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Tembisa,-25.9989,28.2269,1,"GroundUp; Mail & Guardian (South Africa); Sowetan (South Africa)",National,"On 8 March 2023, NEHAWU barricaded the Tembisa hospital entrance with burning tires and debris in Tembisa (Ekurhuleni, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18587,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Sedibeng,Emfuleni,Vereeniging,-26.6667,27.9333,1,GroundUp,National,"On 8 March 2023, NEHAWU shut down Kopanong Hospital and ordered staff out of facilities in Vereeniging (Emfuleni, Sedibeng, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18588,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Vosloorus,-26.3575,28.2076,1,GroundUp,National,"On 8 March 2023, for the third day, NEHAWU shut down the Thelle Mogoerane Regional Hospital and ordered staff out of facilities in Vosloorus (Ekurhuleni, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18589,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,"Cato Manor",-29.8607,30.9458,1,"Daily News (South Africa)",National,"On 8 March 2023, for the second day, NEHAWU picketed outside the Inkosi Albert Luthuli Central Hospital in Cato Manor (eThekwini, KwaZulu-Natal), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18590,"08 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,KwaMashu,-29.7511,30.962,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU burnt tires outside clinics in KwaMashu (eThekwini, KwaZulu-Natal), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18591,"08 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,"Citizen (South Africa)",National,"On 8 March 2023, for the third day, NEHAWU barricaded Grey's Hospital entrance with burning tires and rubble in Pietermaritzburg (The Msunduzi, Umgungundlovu, KwaZulu-Natal), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18592,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Umlazi,-29.9667,30.8833,1,"Daily News (South Africa)",National,"On 8 March 2023, for the second day, NEHAWU blocked (means unspecified) the Prince Mshiyeni Memorial Hospital entrances in Umlazi (eThekwini, KwaZulu-Natal), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18593,"08 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,"City of Mbombela",Mbombela,-25.4667,30.9667,2,"Sowetan (South Africa)",National,"On 8 March 2023, NEHAWU stormed Tekwane Clinic near Mbombela (City of Mbombela, Ehlanzeni, Mpumalanga), demanding a 10% salary increase and housing allowance. Demonstrators damaged fire extinguishers. NEHAWU members also picketed outside the Rob Ferreira Hospital. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18594,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,Nkomazi,Schoemansdal,-25.7086,31.5102,1,"Sowetan (South Africa)",National,"On 8 March 2023, NEHAWU shut down the Shongwe Hospital in Schoemansdal (Nkomazi, Ehlanzeni, Mpumalanga), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
